CCV_AUC,SCV2_AUC
0.96834,0.90434
0.98094,0.88612
0.98384,0.93548
0.97988,0.9288
0.97944,0.91744
0.98462,0.94394
0.97736,0.9295
0.97654,0.91672
0.98116,0.92224
0.97258,0.888
0.9804,0.86492
0.97462,0.9361
0.98714,0.87854
0.96844,0.92914
0.96668,0.86514
0.99056,0.8952
0.96904,0.89978
0.98964,0.90554
0.98192,0.9013
0.9813,0.89498
0.97726,0.88898
0.97508,0.9094
0.97558,0.91984
0.99068,0.92788
0.98316,0.92392
0.97702,0.91374
0.9806,0.90018
0.98044,0.88324
0.97932,0.89236
0.98088,0.89652
