CCV_AUC,SCV2_AUC
0.96782,0.86686
0.96868,0.85772
0.96494,0.8587
0.96464,0.8529
0.96478,0.85774
0.96784,0.85582
0.96842,0.85938
0.96776,0.86606
0.96704,0.85986
0.96804,0.8631
0.96724,0.85794
0.9674,0.85444
0.96604,0.85764
0.9671,0.85572
0.96432,0.85812
0.96634,0.85962
0.9701,0.86128
0.968,0.85606
0.96928,0.86334
0.96936,0.8585
0.96966,0.85386
0.96562,0.85202
0.96596,0.8559
0.96582,0.85648
0.97026,0.86156
0.96758,0.86268
0.96768,0.86512
0.96634,0.86036
0.96832,0.86238
0.96878,0.8615
