CCV_AUC,SCV2_AUC
0.99464,0.96882
0.9891,0.97734
0.98444,0.97496
0.98834,0.97652
0.97988,0.94074
0.9783,0.97338
0.99246,0.963
0.9886,0.95794
0.99092,0.97354
0.9824,0.96628
0.9644,0.94702
0.97456,0.96336
0.97876,0.95294
0.99076,0.9546
0.9797,0.94142
0.97956,0.97392
0.98458,0.9619
0.9853,0.9424
0.97588,0.96724
0.9904,0.98872
0.98856,0.95686
0.97556,0.95392
0.98078,0.92538
0.97592,0.95126
0.99226,0.97244
0.98444,0.98358
0.9806,0.96786
0.97112,0.93742
0.99074,0.98068
0.97364,0.9556
