CCV_AUC,SCV2_AUC
0.97496,0.84556
0.97816,0.84944
0.9738,0.83342
0.97834,0.85118
0.97482,0.8243
0.98088,0.82272
0.97424,0.8586
0.97594,0.82144
0.97648,0.82728
0.97828,0.8032
0.98056,0.85054
0.97648,0.84542
0.9798,0.82798
0.96934,0.8017
0.9758,0.81002
0.97712,0.80442
0.97296,0.8203
0.97332,0.86038
0.97526,0.8111
0.97446,0.79764
0.9756,0.7463
0.9777,0.82708
0.9769,0.81324
0.97912,0.8372
0.97696,0.8327
0.97434,0.81788
0.97552,0.878
0.97736,0.82232
0.97474,0.8326
0.9752,0.80806
