CCV_AUC,SCV2_AUC
0.9346,0.67024
0.93854,0.66366
0.93664,0.64164
0.9324,0.6143
0.93452,0.74226
0.9418,0.66746
0.9401,0.70258
0.93946,0.72356
0.93264,0.6921
0.94312,0.68094
0.94524,0.73964
0.9395,0.69458
0.94614,0.70696
0.93082,0.67014
0.94148,0.7181
0.94394,0.7363
0.94458,0.6844
0.93844,0.7412
0.92862,0.67046
0.9384,0.6593
0.93516,0.67502
0.94988,0.69628
0.94246,0.69804
0.93796,0.67892
0.92956,0.6862
0.94798,0.66692
0.93246,0.6363
0.93184,0.69246
0.94128,0.63852
0.93358,0.65598
