CCV_AUC,SCV2_AUC
0.98636,0.93716
0.99554,0.88558
0.98874,0.90174
0.98916,0.94064
0.98634,0.90698
0.9891,0.9068
0.99302,0.92734
0.98304,0.8411
0.98936,0.93362
0.97518,0.91234
0.99518,0.867
0.98306,0.83332
0.9905,0.93912
0.9928,0.97
0.989,0.87206
0.97888,0.95208
0.99284,0.95126
0.993,0.9062
0.97982,0.95398
0.9857,0.93694
0.99572,0.92496
0.99294,0.946
0.95822,0.8491
0.995,0.8923
0.99834,0.9623
0.98228,0.93622
0.98028,0.93996
0.9987,0.96706
0.97764,0.91606
0.98322,0.76626
