CCV_AUC,SCV2_AUC
0.9661,0.84068
0.96406,0.87852
0.97824,0.8883
0.96286,0.84616
0.96688,0.84438
0.96676,0.8573
0.96952,0.88368
0.96066,0.86808
0.97046,0.86754
0.97216,0.82858
0.97418,0.86368
0.97598,0.85912
0.96674,0.84228
0.97276,0.85442
0.97248,0.85572
0.9688,0.86222
0.97358,0.8705
0.96104,0.8338
0.97254,0.8835
0.97864,0.9097
0.96922,0.88494
0.9744,0.87904
0.96536,0.82982
0.97134,0.88272
0.96636,0.87838
0.97398,0.8945
0.9687,0.85788
0.97054,0.86914
0.96784,0.8715
0.9654,0.89118
