CCV_AUC,SCV2_AUC
0.96502,0.81822
0.96694,0.87292
0.969,0.85228
0.96652,0.8469
0.97022,0.80206
0.97066,0.82068
0.9667,0.8225
0.97022,0.8225
0.9687,0.8068
0.96774,0.79576
0.96812,0.81586
0.97022,0.8192
0.96838,0.80766
0.96814,0.84814
0.96884,0.86018
0.96666,0.81362
0.9623,0.84588
0.97008,0.80452
0.96922,0.83284
0.96642,0.85856
0.97076,0.84186
0.96936,0.80532
0.96774,0.84394
0.9719,0.84388
0.96936,0.83186
0.96764,0.84188
0.9705,0.8282
0.96838,0.85192
0.97004,0.8511
0.96942,0.87334
