CCV_AUC,SCV2_AUC
0.9645,0.7773
0.95002,0.74152
0.95362,0.78148
0.95884,0.82982
0.95962,0.66642
0.96332,0.68548
0.9606,0.78948
0.95524,0.78968
0.94692,0.69314
0.96476,0.7928
0.94192,0.78694
0.9573,0.71478
0.96174,0.81944
0.97826,0.79668
0.96616,0.79356
0.9681,0.74022
0.96572,0.6929
0.96074,0.80694
0.95126,0.77948
0.95556,0.77072
0.95454,0.80552
0.96018,0.87416
0.93794,0.7043
0.95554,0.7029
0.9614,0.70184
0.93264,0.85484
0.9441,0.63714
0.95482,0.7349
0.97226,0.8376
0.94244,0.62984
