CCV_AUC,SCV2_AUC
0.98552,0.84692
0.99284,0.90718
0.98012,0.85382
0.96956,0.88218
0.96886,0.87858
0.986,0.91896
0.98602,0.8971
0.96952,0.87518
0.97166,0.86422
0.97648,0.8295
0.9712,0.8465
0.96606,0.87438
0.96754,0.86082
0.9776,0.84782
0.96516,0.89034
0.98934,0.87024
0.97536,0.87696
0.97414,0.86648
0.97088,0.79402
0.95824,0.78326
0.96676,0.81822
0.96288,0.86526
0.97632,0.87996
0.98868,0.88344
0.96808,0.88426
0.97098,0.88166
0.96614,0.79342
0.94976,0.82412
0.99442,0.91572
0.96786,0.88302
