CCV_AUC,SCV2_AUC
0.96828,0.77172
0.97022,0.748
0.96702,0.71128
0.961,0.7656
0.95858,0.6996
0.96504,0.77002
0.97026,0.7346
0.96992,0.7695
0.96404,0.72634
0.9678,0.78604
0.9618,0.68816
0.95988,0.69374
0.96586,0.72872
0.96954,0.67686
0.96644,0.73736
0.96824,0.7095
0.96824,0.72868
0.9694,0.747
0.96668,0.7235
0.96704,0.68524
0.96178,0.74846
0.96186,0.73662
0.9695,0.79816
0.96004,0.73412
0.96326,0.74054
0.9708,0.73884
0.97286,0.81514
0.96414,0.68668
0.96794,0.73842
0.97362,0.74566
