year,longitude,latitude
1938,8.029994,61.11
1935,8.904996,60.886
1948,8.900004,61.83
1948,8.900004,61.83
1948,8.900004,61.83
1948,8.900004,61.83
1948,8.900004,61.83
1948,8.900004,61.83
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1940,10.65101,61.328
1940,10.65101,61.328
1940,10.65101,61.328
1940,10.65101,61.328
1940,10.65101,61.328
1940,10.65101,61.328
1940,10.65101,61.328
1940,10.65101,61.328
1940,10.65101,61.328
1938,8.03333,61.1
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1941,10.60499,61.34
1941,10.60499,61.34
1907,9.839708,61.26467
1907,9.839708,61.26467
1907,9.839708,61.26467
1907,9.839708,61.26467
1916,19.26147,68.97382
1916,19.26147,68.97382
1942,7.330008,60.41
1943,7.249991,60.42
1943,7.249991,60.42
1943,7.249991,60.42
1943,7.849992,60.51
1943,7.249991,60.42
1940,10.65101,61.328
1941,10.65101,61.328
1936,7.06,59.66
1936,7.06,59.66
1936,7.06,59.66
1943,7.249991,60.42
1943,7.249991,60.42
1942,7.330008,60.41
1943,7.849992,60.51
1939,10.60499,61.34
1939,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.60499,61.34
1940,10.65101,61.328
1941,10.65101,61.328
1943,7.249991,60.42
1943,7.249991,60.42
1943,7.249991,60.42
1943,7.249991,60.42
1943,7.849992,60.51
1943,7.849992,60.51
1939,10.60499,61.34
1939,10.60499,61.34
1939,10.60499,61.34
1940,10.60499,61.34
1941,10.60499,61.34
1916,14.34921,66.43901
1936,6.459997,59.425
1936,6.459997,59.425
1933,6.059991,59.17
1940,6.250009,59.48
1940,6.940008,59.51
1900,6.499993,60.33
