year,longitude,latitude
1936,12.94571,46.60435
1943,-0.51667,42.71667
1943,-0.51667,42.71667
1921,2.208951,42.40273
1943,-0.51667,42.71667
1921,-0.28333,42.71667
1918,-0.03632659,42.63848
1931,-0.03632659,42.63848
1933,0.71667,42.81667
1917,1.08333,42.56667
1919,2.081028,42.50718
1919,2.081028,42.50718
1949,2.116438,42.50565
1949,2.116438,42.50565
1949,2.116565,42.49664
1949,2.141025,42.48782
1949,0.1242335,42.81963
1927,0.230527,42.79256
1949,11.40674,47.70815
1947,10.3,47.3833
1939,13.0722,47.61
1915,10.2833,47.4
1943,10.2833,47.4
1949,11.75659,47.82462
1949,12.08611,47.81347
1922,10.35,47.4166
1946,11.2833,47.6
1925,11.4666,47.65
1912,11.7833,47.6666
1923,12.1,47.7333
1925,11.4666,47.65
1914,11.7666,47.6
1925,10.4,47.4833
1914,11.7166,47.6166
1914,11.75,47.65
1925,11.8333,47.6666
1925,11.9,47.6666
1906,7.535186,46.47786
1908,7.861431,46.56707
1906,7.503718,46.45631
1908,7.894957,46.54537
1936,9.7776,47.3077
1938,10.19721,47.3284
1938,10.19721,47.3284
1938,10.19721,47.3284
1938,10.19721,47.3284
1942,10.22806,47.11861
1943,10.555,47.05167
1931,11.71583,47.19944
1949,12.86774,46.61271
1929,12.94562,46.64862
1929,12.94562,46.64862
1929,13.00027,46.66319
1937,13.51695,46.56536
1946,12.39942,47.1733
1931,12.49024,47.17042
1935,12.59444,46.93056
1930,12.6,47.00139
1935,12.6,47.00139
1917,12.6309,47.6652
1935,12.66488,47.01747
1935,12.674,47.0206
1935,12.674,47.0206
1935,12.67639,47.01972
1935,12.67639,47.01972
1935,12.68833,47.02111
1935,12.68833,47.02111
1931,12.69167,47.02028
1943,12.8191,47.0742
1925,12.8333,47.0333
1929,13.1539,47.5943
1941,13.3444,47.5565
1935,14.44972,47.64889
1943,15.00917,47.57917
1949,15.55972,47.80833
1919,15.80417,47.76667
1919,15.80556,47.76667
1930,15.46667,48.06528
1937,9.91667,47.25
1937,9.91667,47.25
1937,10.18333,47.25
1936,12.75,46.66667
1929,13.0181,46.6692
1946,14.68861,47.56694
1948,15.05,47.85
1911,14.935,47.50333
1943,14.94083,47.51278
1930,14.3166,47.9
1949,12.86774,46.61271
1905,13.4347,47.7771
1945,14.39333,47.64472
1911,14.6334,47.5623
1930,14.3166,47.9
1924,15.80556,47.76667
1924,15.80556,47.76667
