year,longitude,latitude
1937,33,35
1937,32.99962,34.99899
1925,23.41667,42.6
1925,23.41667,42.6
1925,24,42.01667
1925,24,42.01667
1909,25.63333,42.41667
1921,27.53333,41.98333
1939,23.29845,42.61929
1921,27.53333,41.98333
1936,23.76667,42.3
1909,25.63333,42.41667
1932,23.49934,41.66575
1939,23.24101,42.54749
1927,22.75,42.46667
1927,22.75,42.46667
1938,23.06667,42.55
1938,23.06667,42.55
1939,23.24963,42.55002
1932,23.49934,41.66575
1936,23.76667,42.3
1939,23.21717,42.66502
1939,26.79941,42.43245
1939,26.79941,42.43245
1939,23.24932,42.5491
1939,23.24932,42.5491
1939,23.27804,42.59449
1917,22.48265,41.36573
1918,22.53265,41.3824
1917,22.48265,41.36573
1918,20.9826,42.01574
1918,20.9826,42.01574
1918,20.9826,42.01574
1917,22.48265,41.36573
1918,22.53265,41.3824
1934,22.5,42.16667
1918,22.48265,41.36573
1918,20.8326,42.08241
1918,22.48265,41.36573
1934,22.5,42.16667
1918,20.9826,42.01574
1918,22.53265,41.3824
1918,22.53265,41.3824
1918,22.53265,41.3824
1918,22.48265,41.36573
1918,20.9826,42.01574
1918,21.56596,41.34906
1918,21.56596,41.34906
1918,22.44931,41.34907
1918,22.44931,41.34907
1918,22.48265,41.36573
1918,22.53265,41.3824
1921,19.37444,42.70861
1936,23.59934,41.38241
1936,23.59934,41.38241
1939,21.73266,38.249
1930,23.59934,41.38241
1930,23.59934,41.38241
1930,23.59934,41.38241
1936,23.59934,41.38241
1930,23.59934,41.38241
1918,20.8826,42.09908
1918,20.8826,42.09908
1940,20.76595,40.61571
1940,20.76595,40.61571
1937,33,35
1937,32.99961874,34.99898702
1939,23.24932188,42.54910086
1939,26.7994137,42.43245092
1939,23.278041,42.594485
1939,23.249628,42.550021
1939,23.241012,42.547488
1932,23.49933745,41.66574797
1925,23.41666667,42.6
1938,23.06666667,42.55
1939,23.217167,42.665019
1925,24,42.01666667
1939,23.298454,42.619291
1921,27.53333333,41.98333333
1936,23.76666667,42.3
1927,22.75,42.46666667
1909,25.63333333,42.41666667
1918,20.83260036,42.08240821
1918,20.9826048,42.01574093
1918,22.53264979,41.38240243
1918,22.48264874,41.36573508
1917,22.48264874,41.36573508
1918,21.5659598,41.3490625
1918,22.44931476,41.34906784
1934,22.5,42.16666667
1921,19.37444444,42.70861111
1936,23.59934282,41.38240864
1930,23.59934282,41.38240864
1881,20.66595594,39.66568681
1939,21.7326614,38.2489977
1881,22.61601289,38.53234165
1887,22.29935142,37.09897892
1918,20.88260139,42.09907558
1940,20.76594836,40.61570782
1973,22.6,43.71667
1955,23.13333,41.36666
1955,23.13333,41.36666
1952,23.35,43.8
1963,24.16602,41.64909
1963,24.16602,41.64909
1959,23.21667,41.4
1960,23.21667,41.4
1960,23.21667,41.4
1964,24.6327,41.64909
1963,24.38269,41.59908
1964,24.6327,41.64909
1952,23.35,43.8
1952,23.35,43.8
1962,24.19935,41.98243
1962,24.19935,41.98243
1963,24.38269,41.59908
1959,23.21667,41.4
1960,23.21667,41.4
1959,23.21667,41.4
1959,23.21667,41.4
1962,23.83268,42.03242
1963,23.99935,41.91576
1959,23.13333,41.36666
