year,longitude,latitude
1925,7.364502,45.58555
1930,12.03246,46.53082
1932,6.300756,45.04327
1914,8.616944,46.14565
1939,13.0145,46.6568
1939,13.00542,46.66893
1939,13.01849,46.66916
1939,12.9997,46.6631
1925,7.364502616,45.58554799
1889,10.49865534,46.53695629
1930,12.03246321,46.53081758
1932,6.30075563,45.04326999
1925,10.0189,46.64751
1933,9.13207,46.28624
1925,10.01847,46.63852
1914,8.616944646,46.1456446
1927,9.13067,46.24128
1939,13.01848898,46.66915629
1939,13.00542398,46.6689292
1939,13.0145,46.6568
1939,12.9997,46.6631
1962,7.029259,45.08968
1989,8.411577,46.27224
1970,7.029259,45.08968
1967,7.316206,45.48584
1964,12.03246,46.53082
1960,12.1222,46.56011
1971,7.03542,44.90975
1963,7.042819,44.87837
1998,7.1,44.3
1967,6.878822,45.71708
1960,12.20038,46.56205
1995,10.5,46.4
1962,11.5193,46.46952
1994,10.2,46.2
1993,10.3,46.5
1967,-5.218638,43.08183
1967,-5.218638,43.08183
1967,-5.767641,42.99782
1967,-5.218638,43.08183
1967,-5.218638,43.08183
1988,-6.22165,43.02965
1988,-6.21293,43.04773
1995,-4.471829,42.9832
1967,-5.218638,43.08183
1967,-4.78081,43.02195
1988,-6.40881,42.98777
1968,-5.218638,43.08183
1976,-4.845012,43.15788
1967,-6.363455,43.00535
1967,-6.363455,43.00535
1967,-6.216552,42.8623
1967,-5.767641,42.99782
1967,-5.767641,42.99782
1967,-5.767641,42.99782
1984,-5.81569,42.86797
1967,-5.27471,43.10323
1967,-5.27471,43.10323
1984,-5.333235,43.05892
1967,-4.78081,43.02195
1984,-4.83962,42.97788
1968,-6.721219,43.28317
1968,-6.721219,43.28317
1968,-5.27471,43.10323
1967,-5.333235,43.05892
1984,-5.333235,43.05892
1984,-4.83962,42.97788
1968,-4.845012,43.15788
1988,-6.224541,43.02656
1967,-5.218638,43.08183
1967,-5.218638,43.08183
1968,-5.27471,43.10323
1968,-5.218638,43.08183
1968,-5.218638,43.08183
1984,-4.83962,42.97788
1967,-5.767641,42.99782
1988,-6.411693,42.98468
1988,-6.215821,43.04464
1968,-5.27471,43.10323
1968,-5.27471,43.10323
1966,-5.767641,42.99782
1968,-5.218638,43.08183
1966,-5.27471,43.10323
1966,-5.218638,43.08183
1968,-5.193124,43.05531
1966,-4.78081,43.02195
1968,-4.78081,43.02195
1988,-6.411693,42.98468
